comment,clean_text,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,actual_umux_dimension,predicted_umux_label,predicted_umux_dimension,is_prediction_correct,suggested_label,suggested_dimension,audit_reason,audit_note,word_count,matched_general_praise,matched_usefulness,matched_ease,matched_negative_usability,sentiment_category,vader_compound,umux_lite_score_1_7,rating,user,date,likes,label UMUX,label,vader_neg,vader_neu,vader_pos,umux_score_category,is_umux_relevant,review_text_lower,audit_text,has_general_praise,has_usefulness_keyword,has_ease_keyword,has_negative_usability_pattern,is_suggestion_different
Aplikasi mudah dimengerti dan dipergunakan,aplikasi mudah erti guna,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",5,,guna,"gunakan, mudah",,negative,-0.4767,2.57,5.0,Achmad Fahmi,2026-05-02 05:58:10,0.0,Relevan dengan P1 (mudah digunakan),1,0.325,0.592,0.083,low,True,aplikasi mudah dimengerti dan dipergunakan,aplikasi mudah dimengerti dan dipergunakan aplikasi mudah erti guna,False,True,True,False,True
sangat cepat,sangat cepat,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,positive,0.5267,5.58,5.0,Nuken Krois,2026-05-02 05:07:44,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.312,0.688,high,False,sangat cepat,sangat cepat sangat cepat,False,False,False,False,False
BPJS TK memang terbaik,bpjs tk memang baik,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,1,Usefulness,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",4,"baik, terbaik",bpjs,,,positive,0.5574,5.67,5.0,Falakh Afwan,2026-05-02 04:53:36,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.455,0.545,high,False,bpjs tk memang terbaik,bpjs tk memang terbaik bpjs tk memang baik,True,True,False,False,True
ga guna apk ini seolah mempersulit,tidak guna aplikasi olah sulit,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,3,Usefulness + Ease of Use,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",6,,guna,sulit,,positive,0.5574,5.67,5.0,Ezik official,2026-05-02 04:17:20,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.357,0.643,high,True,ga guna apk ini seolah mempersulit,ga guna apk ini seolah mempersulit tidak guna aplikasi olah sulit,False,True,True,False,True
bissmillah cair,bissmillah cair,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,1,Usefulness,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",2,,cair,,,positive,0.6808,6.04,5.0,Ali Badriq26,2026-05-02 04:02:45,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.152,0.848,high,False,bissmillah cair,bissmillah cair bissmillah cair,False,True,False,False,True
terimakasih kasih membantu saya dalam proses yang lebih cepat dan mudah dan cepat,terimakasih kasih bantu proses lebih cepat mudah cepat,0,1,1,Usefulness,1,Usefulness,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",13,,"bantu, membantu",mudah,,positive,0.5574,5.67,5.0,Ade Kodel,2026-05-02 03:29:35,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.217,0.783,high,True,terimakasih kasih membantu saya dalam proses yang lebih cepat dan mudah dan cepat,terimakasih kasih membantu saya dalam proses yang lebih cepat dan mudah dan cepat terimakasih kasih bantu proses lebih cepat mudah cepat,False,True,True,False,True
selalu mempersulit ... ada aja kendala nya supaya gak bisa ngeklaim jaminan .dongok jmo skarang,selalu sulit aja kendala nya tidak bisa ngeklaim jamin dongok jmo skarang,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",15,ok,klaim,"gak bisa, sulit, tidak bisa",,positive,0.5859,5.76,1.0,Zetha Arze,2026-05-02 03:19:17,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True,selalu mempersulit ... ada aja kendala nya supaya gak bisa ngeklaim jaminan .dongok jmo skarang,selalu mempersulit ... ada aja kendala nya supaya gak bisa ngeklaim jaminan .dongok jmo skarang selalu sulit aja kendala nya tidak bisa ngeklaim jamin dongok jmo skarang,True,True,True,False,True
mudah,mudah,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",1,,,mudah,,neutral,0.0,4.0,5.0,Abdul Arif,2026-05-02 03:09:54,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,True,mudah,mudah mudah,False,False,True,False,True
lebih mudah,lebih mudah,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",2,,,mudah,,positive,0.5994,5.8,5.0,Mariatine Sastrowiyono,2026-05-02 03:08:03,0.0,Tidak relevan dengan pertanyaan manapun,0,0.224,0.14,0.636,high,True,lebih mudah,lebih mudah lebih mudah,False,False,True,False,True
prosesnya praktis tetapi dalam proses klaim aplikasi sering terkendala,proses praktis proses klaim aplikasi sering kendala,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",9,,klaim,praktis,,positive,0.5267,5.58,3.0,efran noerhadi,2026-05-02 03:03:15,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.541,0.459,high,True,prosesnya praktis tetapi dalam proses klaim aplikasi sering terkendala,prosesnya praktis tetapi dalam proses klaim aplikasi sering terkendala proses praktis proses klaim aplikasi sering kendala,False,True,True,False,True
mantap tingkatkan lagi pelayanannya biar makin memuaskan,mantap tingkat layan biar makin muas,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,1,Usefulness,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",7,mantap,"layan, layanan",,,negative,-0.5574,2.33,5.0,Harfy Diw,2026-05-02 02:52:42,0.0,Tidak relevan dengan pertanyaan manapun,0,0.783,0.217,0.0,low,True,mantap tingkatkan lagi pelayanannya biar makin memuaskan,mantap tingkatkan lagi pelayanannya biar makin memuaskan mantap tingkat layan biar makin muas,True,True,False,False,True
yg penting cair cepet seneng kita,yg penting cair cepet neng,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,1,Usefulness,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",6,,cair,,,positive,0.5859,5.76,5.0,Karina Nurdiah,2026-05-02 02:43:06,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,yg penting cair cepet seneng kita,yg penting cair cepet seneng kita yg penting cair cepet neng,False,True,False,False,True
APP Sangat Membantu Tidak Ribet Over All Bintang 10,aplikasi sangat bantu tidak ribet over all bintang,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",9,,"bantu, membantu",ribet,,positive,0.5267,5.58,5.0,Hercahyo Wicaksono,2026-05-02 02:41:36,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,True,app sangat membantu tidak ribet over all bintang 10,app sangat membantu tidak ribet over all bintang 10 aplikasi sangat bantu tidak ribet over all bintang,False,True,True,False,True
kadang bug,kadang bug,1,0,2,Ease of Use,2,Ease of Use,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,positive,0.5859,5.76,4.0,Hamdan,2026-05-02 02:38:50,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True,kadang bug,kadang bug kadang bug,False,False,False,False,True
"sangat membantu, tidak perlu repotÂ² ke kantor BPJS, terimakasih",sangat bantu tidak perlu repot kantor bpjs terimakasih,1,1,3,Usefulness + Ease of Use,3,Usefulness + Ease of Use,True,1,Usefulness,label_3_only_usefulness_detected,"Label aktual gabungan, tetapi keyword yang terdeteksi lebih dominan usefulness saja.",9,,"bantu, bpjs, membantu",,,positive,0.5574,5.67,5.0,Fransisko Tambunan,2026-05-02 02:36:52,0.0,Relevan dengan P1 dan P3,3,0.0,0.357,0.643,high,True,"sangat membantu, tidak perlu repotâ² ke kantor bpjs, terimakasih","sangat membantu, tidak perlu repotâ² ke kantor bpjs, terimakasih sangat bantu tidak perlu repot kantor bpjs terimakasih",False,True,False,False,True
mudah,mudah,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",1,,,mudah,,positive,0.5574,5.67,5.0,Mila Kurniasih,2026-05-02 02:28:53,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.217,0.783,high,True,mudah,mudah mudah,False,False,True,False,True
Setelah di perbaharui semakin buruk layanan apk ini login susah padahal sudah konfirmasi ganti sandi tapi tetap tidak bisa gimana ini,baharu makin buruk layan aplikasi login susah padahal konfirmasi ganti sandi tetap tidak bisa gimana,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",21,,"layan, layanan","login, susah, tidak bisa",,positive,0.8689,6.61,5.0,Muhamad Yamin,2026-05-02 01:45:42,0.0,Relevan dengan P1 (mudah digunakan),1,0.084,0.374,0.542,high,True,setelah di perbaharui semakin buruk layanan apk ini login susah padahal sudah konfirmasi ganti sandi tapi tetap tidak bisa gimana ini,setelah di perbaharui semakin buruk layanan apk ini login susah padahal sudah konfirmasi ganti sandi tapi tetap tidak bisa gimana ini baharu makin buruk layan aplikasi login susah padahal konfirmasi ganti sandi tetap tidak bisa gimana,False,True,True,False,True
Dengan ada nya pencairan lewat online sangat membantu dan memudahkan untuk orang yang jarak nya jauh dengan kantor bpjs nya,nya cair lewat online sangat bantu mudah orang jarak nya jauh kantor bpjs nya,0,1,1,Usefulness,2,Ease of Use,False,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",20,,"bantu, bpjs, cair, membantu, pencairan",mudah,,positive,0.4588,5.38,5.0,Ilma Malini,2026-05-02 01:42:25,1.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,True,dengan ada nya pencairan lewat online sangat membantu dan memudahkan untuk orang yang jarak nya jauh dengan kantor bpjs nya,dengan ada nya pencairan lewat online sangat membantu dan memudahkan untuk orang yang jarak nya jauh dengan kantor bpjs nya nya cair lewat online sangat bantu mudah orang jarak nya jauh kantor bpjs nya,False,True,True,False,True
"proses awalnya agak rumit di data, tapi ada masa juga proses cepat",proses awal rumit data masa proses cepat,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",12,,data,rumit,,positive,0.5574,5.67,4.0,Nurin Amalina,2026-05-02 01:26:05,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.217,0.783,high,True,"proses awalnya agak rumit di data, tapi ada masa juga proses cepat","proses awalnya agak rumit di data, tapi ada masa juga proses cepat proses awal rumit data masa proses cepat",False,True,True,False,True
sangat mudah melakukan kegiatan yang di butuhkan tanpa harus ke cabang,sangat mudah laku giat butuh tanpa cabang,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",11,,butuh,mudah,,neutral,0.0,4.0,5.0,Andrean Krisna,2026-05-02 01:02:06,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,True,sangat mudah melakukan kegiatan yang di butuhkan tanpa harus ke cabang,sangat mudah melakukan kegiatan yang di butuhkan tanpa harus ke cabang sangat mudah laku giat butuh tanpa cabang,False,True,True,False,True
sangat membatu,sangat batu,0,1,1,Usefulness,1,Usefulness,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,positive,0.5859,5.76,5.0,Maya Fitriyani,2026-05-02 00:59:45,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,True,sangat membatu,sangat membatu sangat batu,False,False,False,False,True
susah amat mau ambil uang sendiri juga,susah mau ambil uang sendiri,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",7,,,susah,,positive,0.8481,6.54,1.0,Dicky Kharisma Prasetia,2026-05-02 00:52:28,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.179,0.821,high,False,susah amat mau ambil uang sendiri juga,susah amat mau ambil uang sendiri juga susah mau ambil uang sendiri,False,False,True,False,True
"selagi mudah pencairannya juga, mantap sihh",mudah cair mantap sihh,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",6,mantap,"cair, pencairan",mudah,,positive,0.5574,5.67,5.0,metalysa arafysa,2026-05-02 00:45:13,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.455,0.545,high,True,"selagi mudah pencairannya juga, mantap sihh","selagi mudah pencairannya juga, mantap sihh mudah cair mantap sihh",True,True,True,False,True
"sangat membantu, mempermudah proses manteb",sangat bantu mudah proses manteb,0,1,1,Usefulness,1,Usefulness,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",5,,"bantu, membantu",mudah,,positive,0.5719,5.72,5.0,Yudi Prasetyo,2026-05-02 00:42:04,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.213,0.787,high,True,"sangat membantu, mempermudah proses manteb","sangat membantu, mempermudah proses manteb sangat bantu mudah proses manteb",False,True,True,False,True
sangat membantu dan cara klaim sekarang dipermudah,sangat bantu cara klaim sekarang mudah,0,1,1,Usefulness,1,Usefulness,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",7,,"bantu, klaim, membantu",mudah,,positive,0.296,4.89,5.0,Dimas anggi,2026-05-02 00:22:37,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.108,0.462,0.431,moderate,True,sangat membantu dan cara klaim sekarang dipermudah,sangat membantu dan cara klaim sekarang dipermudah sangat bantu cara klaim sekarang mudah,False,True,True,False,True
pengajuan cepat,aju cepat,0,1,1,Usefulness,2,Ease of Use,False,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,neutral,0.0,4.0,5.0,Irfan Siburian,2026-05-02 00:17:39,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,True,pengajuan cepat,pengajuan cepat aju cepat,False,False,False,False,True
pengkinian data selalu gagal di beometrik,kini data selalu gagal beometrik,1,0,2,Ease of Use,1,Usefulness,False,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",6,,data,gagal,,positive,0.5574,5.67,1.0,Pengguna Google,2026-05-02 00:06:46,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.217,0.783,high,True,pengkinian data selalu gagal di beometrik,pengkinian data selalu gagal di beometrik kini data selalu gagal beometrik,False,True,True,False,True
"Sudah upgrade, saat akan login dan sudah memasukkan data login, aplikasi tiba tiba tertutup, mohon solusinya",upgrade login masuk data login aplikasi tiba tiba tutup mohon solusi,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",16,,data,"login, masuk",,negative,-0.4588,2.62,5.0,Ardiansyah Putra Ritonga,2026-05-02 00:05:53,0.0,Relevan dengan P1 (mudah digunakan),1,0.5,0.5,0.0,low,True,"sudah upgrade, saat akan login dan sudah memasukkan data login, aplikasi tiba tiba tertutup, mohon solusinya","sudah upgrade, saat akan login dan sudah memasukkan data login, aplikasi tiba tiba tertutup, mohon solusinya upgrade login masuk data login aplikasi tiba tiba tutup mohon solusi",False,True,True,False,True
BPJS keren,bpjs keren,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,1,Usefulness,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",2,keren,bpjs,,,negative,-0.25,3.25,5.0,Fery Aditia,2026-05-01 23:54:59,0.0,Tidak relevan dengan pertanyaan manapun,0,0.141,0.689,0.171,moderate,False,bpjs keren,bpjs keren bpjs keren,True,True,False,False,True
sangat memuaskan,sangat muas,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,positive,0.296,4.89,5.0,Mut Mainah,2026-05-01 23:33:52,0.0,Tidak relevan dengan pertanyaan manapun,0,0.07,0.728,0.203,moderate,True,sangat memuaskan,sangat memuaskan sangat muas,False,False,False,False,False
mudah digunakan,mudah guna,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",2,,guna,"gunakan, mudah",,positive,0.5423,5.63,5.0,Herlin Ritonga,2026-05-01 17:18:11,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.222,0.778,high,True,mudah digunakan,mudah digunakan mudah guna,False,True,True,False,True
sangat cepat,sangat cepat,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,negative,-0.2023,3.39,5.0,Deva Arsqal refiano,2026-05-01 14:39:35,0.0,Tidak relevan dengan pertanyaan manapun,0,0.289,0.526,0.184,moderate,False,sangat cepat,sangat cepat sangat cepat,False,False,False,False,False
"sebenarnya ini apk buat apa, udah gambil ft, kta ny ga sesuai ama yg di ktp, pengajuan di lapak asik, milih opsi yg klam lwat call ktanya sistem eror, ujungÂ² ny nyuruh ke kantor cabang, lh gunanya jmo ni apa. g guna. klo dkat enak kntor cabang ny, lh ini 3 jam perjalanan, mnding klian hpus aja deh, ini ni mempersulit bukan mempercepat,mutarÂ² aja.",benar aplikasi buat apa udah gambil ft kta ny tidak sesuai ama yg ktp aju lapak asik milih opsi yg klam lwat call ktanya sistem error ujung ny nyuruh kantor cabang lh guna jmo ni apa g guna klo dkat enak kntor cabang ny lh jam jalan mnding klian hpus aja deh ni sulit bukan cepat mutar aja,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",64,,"guna, sesuai","buka, eror, error, sulit",,positive,0.5423,5.63,1.0,Resit Ahmadin yusuf,2026-05-01 12:02:10,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.222,0.778,high,True,"sebenarnya ini apk buat apa, udah gambil ft, kta ny ga sesuai ama yg di ktp, pengajuan di lapak asik, milih opsi yg klam lwat call ktanya sistem eror, ujungâ² ny nyuruh ke kantor cabang, lh gunanya jmo ni apa. g guna. klo dkat enak kntor cabang ny, lh ini 3 jam perjalanan, mnding klian hpus aja deh, ini ni mempersulit bukan mempercepat,mutarâ² aja.","sebenarnya ini apk buat apa, udah gambil ft, kta ny ga sesuai ama yg di ktp, pengajuan di lapak asik, milih opsi yg klam lwat call ktanya sistem eror, ujungâ² ny nyuruh ke kantor cabang, lh gunanya jmo ni apa. g guna. klo dkat enak kntor cabang ny, lh ini 3 jam perjalanan, mnding klian hpus aja deh, ini ni mempersulit bukan mempercepat,mutarâ² aja. benar aplikasi buat apa udah gambil ft kta ny tidak sesuai ama yg ktp aju lapak asik milih opsi yg klam lwat call ktanya sistem error ujung ny nyuruh kantor cabang lh guna jmo ni apa g guna klo dkat enak kntor cabang ny lh jam jalan mnding klian hpus aja deh ni sulit bukan cepat mutar aja",False,True,True,False,True
aplikasinya mudah di gunakan,aplikasi mudah guna,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",4,,guna,"gunakan, mudah",,positive,0.4404,5.32,5.0,Dhino Ar,2026-05-01 11:53:12,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True,aplikasinya mudah di gunakan,aplikasinya mudah di gunakan aplikasi mudah guna,False,True,True,False,True
aplikasi sampah,aplikasi sampah,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,neutral,0.0,4.0,1.0,Togog mbilung,2026-05-01 11:25:00,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,False,aplikasi sampah,aplikasi sampah aplikasi sampah,False,False,False,False,False
bsgus,bsgus,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,neutral,0.0,4.0,5.0,Tarsiyah 145,2026-05-01 10:44:48,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,0.0,moderate,False,bsgus,bsgus bsgus,False,False,False,False,False
bintang 5.. lagi proses klaim jht Bismillah bisa,bintang proses klaim jht bismillah bisa,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,1,Usefulness,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",8,,"jht, klaim",,,positive,0.4404,5.32,5.0,Moch Ega Rahmat Dani,2026-05-01 10:43:58,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.256,0.744,high,True,bintang 5.. lagi proses klaim jht bismillah bisa,bintang 5.. lagi proses klaim jht bismillah bisa bintang proses klaim jht bismillah bisa,False,True,False,False,True
the best,the best,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,neutral,0.0,4.0,5.0,Sudarmaji Aji,2026-05-01 10:35:03,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,False,the best,the best the best,False,False,False,False,False
amanah,amanah,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,positive,0.5267,5.58,5.0,Moch Rafli,2026-05-01 10:26:38,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.227,0.773,high,False,amanah,amanah amanah,False,False,False,False,False
semoga cepat di cairkan,moga cepat cair,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,1,Usefulness,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",4,,cair,,,positive,0.5423,5.63,5.0,Anita Karolina Pratiwi ista,2026-05-01 10:25:40,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,semoga cepat di cairkan,semoga cepat di cairkan moga cepat cair,False,True,False,False,True
jika pencairan cepat saya kasih bintang 5,cair cepat kasih bintang,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,1,Usefulness,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",7,,"cair, pencairan",,,positive,0.4588,5.38,4.0,Megi Zakaria,2026-05-01 10:16:27,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.25,0.75,high,True,jika pencairan cepat saya kasih bintang 5,jika pencairan cepat saya kasih bintang 5 cair cepat kasih bintang,False,True,False,False,True
pelayanan digital yang mempermudah birokrasi yang berbelit-belit di lapangan.terima kasih,layan digital mudah birokrasi belit belit lapang terima kasih,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",10,ok,"layan, layanan",mudah,,negative,-0.3612,2.92,5.0,Ali Syah,2026-05-01 10:14:27,0.0,Relevan dengan P1 (mudah digunakan),1,0.308,0.49,0.203,low,True,pelayanan digital yang mempermudah birokrasi yang berbelit-belit di lapangan.terima kasih,pelayanan digital yang mempermudah birokrasi yang berbelit-belit di lapangan.terima kasih layan digital mudah birokrasi belit belit lapang terima kasih,True,True,True,False,True
