audit_id,priority_rank,priority_name,priority_note,manual_check_status,manual_final_label,manual_final_dimension,manual_decision,manual_note,comment,clean_text,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,actual_umux_dimension,suggested_label,suggested_dimension,label_change_direction,predicted_umux_label,predicted_umux_dimension,is_prediction_correct,audit_reason,audit_note,word_count,matched_general_praise,matched_usefulness,matched_ease,matched_negative_usability,sentiment_category,vader_compound,umux_lite_score_1_7,rating,user,date,likes,label UMUX,label,vader_neg,vader_neu,vader_pos,umux_score_category,is_umux_relevant,review_text_lower,audit_text,has_general_praise,has_usefulness_keyword,has_ease_keyword,has_negative_usability_pattern,is_suggestion_different
3544,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat membantuu,sangat membantuu,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,0 -> 1,1,Usefulness,False,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",2,,"bantu, membantu",,,positive,0.4588,5.38,5,PRICKA DINAYA ISKANDAR,2026-05-15 06:37:12,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.5,0.5,high,True,sangat membantuu,sangat membantuu sangat membantuu,False,True,False,False,True
3545,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat membantu,sangat bantu,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,0 -> 1,1,Usefulness,False,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",2,,"bantu, membantu",,,positive,0.296,4.89,5,Zhaviraassidc qiyyah,2026-05-15 06:32:45,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.577,0.423,moderate,True,sangat membantu,sangat membantu sangat bantu,False,True,False,False,True
3546,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,semoga bisa lebih baik lagi,moga bisa lebih baik,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",5,baik,,ga bisa,,positive,0.7906,6.37,5,M HILMAN,2026-05-15 06:26:17,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,semoga bisa lebih baik lagi,semoga bisa lebih baik lagi moga bisa lebih baik,True,False,True,False,True
3547,5,P5 - Label 3 dimension check,Label gabungan perlu dicek apakah benar mengandung usefulness dan ease of use sekaligus.,,,,,,terima kasih..sangat membatu.??,terima kasih sangat batu,1,1,3,Usefulness + Ease of Use,0,Tidak relevan dengan UMUX-Lite,3 -> 0,3,Usefulness + Ease of Use,True,label_3_no_clear_dimension_keyword,"Label aktual gabungan, tetapi tidak terdeteksi keyword usefulness atau ease of use yang jelas.",3,,,,,positive,0.7783,6.33,5,Yuda Saputra,2026-05-15 06:19:01,0,Relevan dengan P1 dan P3,3,0.0,0.306,0.694,high,True,terima kasih..sangat membatu.??,terima kasih..sangat membatu.?? terima kasih sangat batu,False,False,False,False,True
3550,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,baik,,,,positive,0.6124,5.84,5,Vetriko Elly,2026-05-15 05:46:12,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.165,0.584,0.251,high,False,sangat baik,sangat baik sangat baik,True,False,False,False,True
3557,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat bagus ðŸ˜_x008d_,sangat bagus x d,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",3,bagus,,,,positive,0.5267,5.58,5,AllbasQR 33,2026-05-15 03:32:56,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,sangat bagus ðÿ˜_x008d_,sangat bagus ðÿ˜_x008d_ sangat bagus x d,True,False,False,False,True
3561,2,P2 - Label 1 general praise,Label Usefulness perlu dicek karena komentar tampak hanya pujian umum.,,,,,,memberikan masa depan kepada pekerja yang lebih baik.,beri masa depan kerja lebih baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,1,Usefulness,True,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",8,baik,,,,positive,0.5267,5.58,5,Juis Daniel,2026-05-15 02:46:22,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.227,0.773,high,True,memberikan masa depan kepada pekerja yang lebih baik.,memberikan masa depan kepada pekerja yang lebih baik. beri masa depan kerja lebih baik,True,False,False,False,True
3562,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,bagus,,,,positive,0.4939,5.48,5,Alfridus Ardi Jen,2026-05-15 02:21:05,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,sangat bagus,sangat bagus sangat bagus,True,False,False,False,True
3565,2,P2 - Label 1 general praise,Label Usefulness perlu dicek karena komentar tampak hanya pujian umum.,,,,,,puas bgt dg aplikasi JMO,puas bgt dg aplikasi jmo,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,1,Usefulness,True,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",5,puas,,,,positive,0.5267,5.58,5,Romadoniik,2026-05-15 02:08:52,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.227,0.773,high,True,puas bgt dg aplikasi jmo,puas bgt dg aplikasi jmo puas bgt dg aplikasi jmo,True,False,False,False,True
3566,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,membantu,bantu,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,0 -> 1,1,Usefulness,False,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",1,,"bantu, membantu",,,positive,0.4588,5.38,5,Rahayu Cahyani Supangkat,2026-05-15 02:07:59,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.25,0.75,high,True,membantu,membantu bantu,False,True,False,False,True
3567,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,"ini makin sini knapa makin kaya di persulit untuk klaim nya ya? dulu saya ngajuin klaim 1 oktober, 5 oktober udah cair, gaperlu vdiocall dan lain lain, ngajuin klaim, tgl 5 cair udah, ini skrang saya ngajuin klaim hari ini tanggal 15 mei, verifikasi data vidio call di jadwalinnya jauh banget tanggal 22 mei, tolong lah lagi butuh banget ini yaallah, orang kalo iuran telat kena denda, giliran mau di klaim lama banget, proses ribet",makin sini knapa makin kaya sulit klaim nya dulu ngajuin klaim oktober oktober udah cair gaperlu vdiocall ngajuin klaim tgl cair udah skrang ngajuin klaim hari tanggal mei verifikasi data vidio call jadwalinnya jauh banget tanggal mei lah butuh banget yaallah orang kalo iur telat kena denda gilir mau klaim lama banget proses ribet,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,0 -> 3,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",75,ok,"butuh, cair, data, klaim","ribet, sulit, verifikasi",,positive,0.4215,5.26,2,Arif Taufiqri Rachman,2026-05-15 02:06:45,0,Tidak relevan dengan pertanyaan manapun,0,0.193,0.497,0.311,high,False,"ini makin sini knapa makin kaya di persulit untuk klaim nya ya? dulu saya ngajuin klaim 1 oktober, 5 oktober udah cair, gaperlu vdiocall dan lain lain, ngajuin klaim, tgl 5 cair udah, ini skrang saya ngajuin klaim hari ini tanggal 15 mei, verifikasi data vidio call di jadwalinnya jauh banget tanggal 22 mei, tolong lah lagi butuh banget ini yaallah, orang kalo iuran telat kena denda, giliran mau di klaim lama banget, proses ribet","ini makin sini knapa makin kaya di persulit untuk klaim nya ya? dulu saya ngajuin klaim 1 oktober, 5 oktober udah cair, gaperlu vdiocall dan lain lain, ngajuin klaim, tgl 5 cair udah, ini skrang saya ngajuin klaim hari ini tanggal 15 mei, verifikasi data vidio call di jadwalinnya jauh banget tanggal 22 mei, tolong lah lagi butuh banget ini yaallah, orang kalo iuran telat kena denda, giliran mau di klaim lama banget, proses ribet makin sini knapa makin kaya sulit klaim nya dulu ngajuin klaim oktober oktober udah cair gaperlu vdiocall ngajuin klaim tgl cair udah skrang ngajuin klaim hari tanggal mei verifikasi data vidio call jadwalinnya jauh banget tanggal mei lah butuh banget yaallah orang kalo iur telat kena denda gilir mau klaim lama banget proses ribet",True,True,True,False,True
3577,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,setelah pembaruan malah gak bisa di bukak. kenapa ini aplikasi jmo. gak jelas deplover ini jmo ini. nyesal saya pembaruan,baru malah tidak bisa bukak aplikasi jmo tidak jelas deplover jmo nyesal baru,1,1,3,Usefulness + Ease of Use,2,Ease of Use,3 -> 2,2,Ease of Use,False,label_3_only_ease_detected,"Label aktual gabungan, tetapi keyword yang terdeteksi lebih dominan ease of use saja.",20,,,"buka, gak bisa, jelas, tidak bisa",tidak bisa buka,positive,0.7717,6.32,1,Rudi,2026-05-14 18:16:26,3,Relevan dengan P1 dan P3,3,0.0,0.0,1.0,high,True,setelah pembaruan malah gak bisa di bukak. kenapa ini aplikasi jmo. gak jelas deplover ini jmo ini. nyesal saya pembaruan,setelah pembaruan malah gak bisa di bukak. kenapa ini aplikasi jmo. gak jelas deplover ini jmo ini. nyesal saya pembaruan baru malah tidak bisa bukak aplikasi jmo tidak jelas deplover jmo nyesal baru,False,False,True,True,True
3579,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,Bermanfaat sekali,manfaat sekali,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,0 -> 1,1,Usefulness,False,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",2,,"bermanfaat, manfaat",,,positive,0.5859,5.76,5,Rafael Bere,2026-05-14 17:47:13,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True,bermanfaat sekali,bermanfaat sekali manfaat sekali,False,True,False,False,True
3582,2,P2 - Label 1 general praise,Label Usefulness perlu dicek karena komentar tampak hanya pujian umum.,,,,,,sudah oke semuanya,oke semua,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,1,Usefulness,True,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",3,"ok, oke",,,,positive,0.5859,5.76,5,ECHI SK,2026-05-14 15:20:18,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.208,0.792,high,True,sudah oke semuanya,sudah oke semuanya oke semua,True,False,False,False,True
3583,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,"hallo admin. saya login menggunakan perangkat baru,lalu muncul keterangan bahwa akun saya masih aktif diperangkat lama. sementara perangkat saya yg lama telah hilang. bagaimana solusinya?",hallo admin login guna perangkat baru lalu muncul terang akun aktif perangkat lama perangkat yg lama hilang bagaimana solusi,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,0 -> 3,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",25,,guna,"gunakan, login",,positive,0.5859,5.76,5,DragonFish,2026-05-14 14:17:42,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.678,0.322,high,False,"hallo admin. saya login menggunakan perangkat baru,lalu muncul keterangan bahwa akun saya masih aktif diperangkat lama. sementara perangkat saya yg lama telah hilang. bagaimana solusinya?","hallo admin. saya login menggunakan perangkat baru,lalu muncul keterangan bahwa akun saya masih aktif diperangkat lama. sementara perangkat saya yg lama telah hilang. bagaimana solusinya? hallo admin login guna perangkat baru lalu muncul terang akun aktif perangkat lama perangkat yg lama hilang bagaimana solusi",False,True,True,False,True
3584,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,"aplikasi kaga guna, login kaga bisa terus. gaji doang pada gede gede. kebanyakan korup.",aplikasi kaga guna login kaga bisa terus gaji doang gede gede banyak korup,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,0 -> 3,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",14,,guna,"ga bisa, login",,neutral,0.0,4.0,1,azwar hamid,2026-05-14 13:41:06,2,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,False,"aplikasi kaga guna, login kaga bisa terus. gaji doang pada gede gede. kebanyakan korup.","aplikasi kaga guna, login kaga bisa terus. gaji doang pada gede gede. kebanyakan korup. aplikasi kaga guna login kaga bisa terus gaji doang gede gede banyak korup",False,True,True,False,True
3588,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,aplikasi yg sangat membantu dan mudah di pergunakan,aplikasi yg sangat bantu mudah guna,1,0,2,Ease of Use,3,Usefulness + Ease of Use,2 -> 3,1,Usefulness,False,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",8,,"bantu, guna, membantu","gunakan, mudah",,positive,0.4588,5.38,4,Diat Kurniadi,2026-05-14 11:18:00,0,Relevan dengan P1 (mudah digunakan),1,0.087,0.512,0.402,high,True,aplikasi yg sangat membantu dan mudah di pergunakan,aplikasi yg sangat membantu dan mudah di pergunakan aplikasi yg sangat bantu mudah guna,False,True,True,False,True
3589,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,Saya pengguna JMO Bukan Penerima Upah..Setiap dibuka aplikasi JMO terus langsung menutup berhenti..jadi gak bisa check dan lihat sudah bayar atau belum di aplikasi yang terus menutup berhenti..juga sdh install ulang tetap terus menutup berhenti..bagaimana solusinya..,guna jmo bukan terima upah tiap buka aplikasi jmo terus langsung tutup henti jadi tidak bisa check lihat bayar belum aplikasi terus tutup henti sdh install ulang tetap terus tutup henti bagaimana solusi,0,1,1,Usefulness,3,Usefulness + Ease of Use,1 -> 3,2,Ease of Use,False,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",36,,guna,"buka, gak bisa, tidak bisa",,negative,-0.743,1.77,5,rudy amer,2026-05-14 11:16:19,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.412,0.521,0.066,low,True,saya pengguna jmo bukan penerima upah..setiap dibuka aplikasi jmo terus langsung menutup berhenti..jadi gak bisa check dan lihat sudah bayar atau belum di aplikasi yang terus menutup berhenti..juga sdh install ulang tetap terus menutup berhenti..bagaimana solusinya..,saya pengguna jmo bukan penerima upah..setiap dibuka aplikasi jmo terus langsung menutup berhenti..jadi gak bisa check dan lihat sudah bayar atau belum di aplikasi yang terus menutup berhenti..juga sdh install ulang tetap terus menutup berhenti..bagaimana solusinya.. guna jmo bukan terima upah tiap buka aplikasi jmo terus langsung tutup henti jadi tidak bisa check lihat bayar belum aplikasi terus tutup henti sdh install ulang tetap terus tutup henti bagaimana solusi,False,True,True,False,True
3591,2,P2 - Label 1 general praise,Label Usefulness perlu dicek karena komentar tampak hanya pujian umum.,,,,,,sangat bagus sekali.,sangat bagus sekali,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,1,Usefulness,True,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",3,bagus,,,,positive,0.6369,5.91,5,Refiandri,2026-05-14 10:36:44,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.188,0.47,0.342,high,True,sangat bagus sekali.,sangat bagus sekali. sangat bagus sekali,True,False,False,False,True
3593,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,kebanyakan updte,banyak updte,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,2 -> 0,0,Tidak relevan dengan UMUX-Lite,False,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,positive,0.7579,6.27,4,Anisa Pangestu,2026-05-14 10:23:18,0,Relevan dengan P1 (mudah digunakan),1,0.0,0.755,0.245,high,False,kebanyakan updte,kebanyakan updte banyak updte,False,False,False,False,True
3594,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,baik,,,,neutral,0.0,4.0,5,Muh Yusuf,2026-05-14 10:18:52,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False,sangat baik,sangat baik sangat baik,True,False,False,False,True
3597,4,P4 - Label 0 contains usefulness keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi usefulness atau manfaat aplikasi.,,,,,,manfaatnya. bisa cek sewaktu waktu,manfaat bisa cek waktu waktu,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,0 -> 1,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",5,,manfaat,,,positive,0.5423,5.63,5,Budi Iskandar,2026-05-14 09:58:53,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,manfaatnya. bisa cek sewaktu waktu,manfaatnya. bisa cek sewaktu waktu manfaat bisa cek waktu waktu,False,True,False,False,True
3598,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,manfaat,manfaat,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,0 -> 1,1,Usefulness,False,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",1,,manfaat,,,negative,-0.8316,1.51,5,Ryan nugi,2026-05-14 09:42:12,0,Tidak relevan dengan pertanyaan manapun,0,1.0,0.0,0.0,low,True,manfaat,manfaat manfaat,False,True,False,False,True
3599,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat bagus dan membantu,sangat bagus bantu,1,1,3,Usefulness + Ease of Use,1,Usefulness,3 -> 1,1,Usefulness,False,label_3_only_usefulness_detected,"Label aktual gabungan, tetapi keyword yang terdeteksi lebih dominan usefulness saja.",4,bagus,"bantu, membantu",,,positive,0.5859,5.76,5,Kasmir Maele,2026-05-14 09:37:32,0,Relevan dengan P1 dan P3,3,0.0,0.0,1.0,high,True,sangat bagus dan membantu,sangat bagus dan membantu sangat bagus bantu,True,True,False,False,True
3602,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,kenapa setelah diperbarui malah tidak bisa login. tolong dibantu untuk aplikasinya. terimakasih,baru malah tidak bisa login bantu aplikasi terimakasih,1,0,2,Ease of Use,3,Usefulness + Ease of Use,2 -> 3,1,Usefulness,False,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",12,,bantu,"login, tidak bisa",tidak bisa login,positive,0.886,6.66,4,Dita Hapsari,2026-05-14 07:03:59,0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True,kenapa setelah diperbarui malah tidak bisa login. tolong dibantu untuk aplikasinya. terimakasih,kenapa setelah diperbarui malah tidak bisa login. tolong dibantu untuk aplikasinya. terimakasih baru malah tidak bisa login bantu aplikasi terimakasih,False,True,True,True,True
3603,5,P5 - Label 3 dimension check,Label gabungan perlu dicek apakah benar mengandung usefulness dan ease of use sekaligus.,,,,,,"untuk saya yg saat ini abis operasi mata, mau claim d suruh verivikasi melalui video, anda jahat sekali. lebih baik dokumen yg ada minta ketimbang hal hal yg berhubungan dgn indra manusia.",yg abis operasi mata mau claim d suruh verivikasi lalu video jahat sekali lebih baik dokumen yg minta ketimbang yg hubung dgn indra manusia,1,1,3,Usefulness + Ease of Use,0,Tidak relevan dengan UMUX-Lite,3 -> 0,3,Usefulness + Ease of Use,True,label_3_no_clear_dimension_keyword,"Label aktual gabungan, tetapi tidak terdeteksi keyword usefulness atau ease of use yang jelas.",32,"baik, ok",,,,positive,0.872,6.62,2,Sandi Oka Fernando,2026-05-14 06:58:01,0,Relevan dengan P1 dan P3,3,0.0,0.168,0.832,high,True,"untuk saya yg saat ini abis operasi mata, mau claim d suruh verivikasi melalui video, anda jahat sekali. lebih baik dokumen yg ada minta ketimbang hal hal yg berhubungan dgn indra manusia.","untuk saya yg saat ini abis operasi mata, mau claim d suruh verivikasi melalui video, anda jahat sekali. lebih baik dokumen yg ada minta ketimbang hal hal yg berhubungan dgn indra manusia. yg abis operasi mata mau claim d suruh verivikasi lalu video jahat sekali lebih baik dokumen yg minta ketimbang yg hubung dgn indra manusia",True,False,False,False,True
3604,5,P5 - Label 3 dimension check,Label gabungan perlu dicek apakah benar mengandung usefulness dan ease of use sekaligus.,,,,,,Mudah Cepat Aman,mudah cepat aman,1,1,3,Usefulness + Ease of Use,2,Ease of Use,3 -> 2,3,Usefulness + Ease of Use,True,label_3_only_ease_detected,"Label aktual gabungan, tetapi keyword yang terdeteksi lebih dominan ease of use saja.",3,,,mudah,,positive,0.836,6.51,5,Dika Borju,2026-05-14 06:57:41,0,Relevan dengan P1 dan P3,3,0.0,0.31,0.69,high,True,mudah cepat aman,mudah cepat aman mudah cepat aman,False,False,True,False,True
3605,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,aplikasi selalu bug tidak bisa di buka,aplikasi selalu bug tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,2,Ease of Use,False,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",7,,,"buka, tidak bisa",tidak bisa buka,positive,0.4404,5.32,2,Riana Silda,2026-05-14 06:47:31,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True,aplikasi selalu bug tidak bisa di buka,aplikasi selalu bug tidak bisa di buka aplikasi selalu bug tidak bisa buka,False,False,True,True,True
3606,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,mudah dan cepat kalau mau cek n ricek ðŸ¥°ðŸ˜Œ,mudah cepat kalau mau cek n ricek,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",9,,,mudah,,negative,-0.5859,2.24,5,Abd Aziz,2026-05-14 06:38:16,0,Tidak relevan dengan pertanyaan manapun,0,0.295,0.625,0.08,low,False,mudah dan cepat kalau mau cek n ricek ðÿ¥°ðÿ˜œ,mudah dan cepat kalau mau cek n ricek ðÿ¥°ðÿ˜œ mudah cepat kalau mau cek n ricek,False,False,True,False,True
3608,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,bagus,,,,positive,0.5859,5.76,5,EBON Mananti,2026-05-14 06:08:46,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.208,0.792,high,False,sangat bagus,sangat bagus sangat bagus,True,False,False,False,True
3610,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,"knpa proses pencairan dana nya lama? padahal kan perusahaan mambayar lunas, harus nya kan uang sudh ada di BPJS ,kenpa kita klaim harus menunggu lama?",knpa proses cair dana nya lama padahal kan usaha mambayar lunas nya kan uang sudh bpjs kenpa klaim tunggu lama,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,0 -> 1,2,Ease of Use,False,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",25,,"bpjs, cair, klaim, pencairan",,,positive,0.296,4.89,3,Verry Febyyanto,2026-05-14 05:22:12,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.312,0.688,moderate,True,"knpa proses pencairan dana nya lama? padahal kan perusahaan mambayar lunas, harus nya kan uang sudh ada di bpjs ,kenpa kita klaim harus menunggu lama?","knpa proses pencairan dana nya lama? padahal kan perusahaan mambayar lunas, harus nya kan uang sudh ada di bpjs ,kenpa kita klaim harus menunggu lama? knpa proses cair dana nya lama padahal kan usaha mambayar lunas nya kan uang sudh bpjs kenpa klaim tunggu lama",False,True,False,False,True
